exercise_id,muscle_id
08a9efc6-b7d3-548d-b7b3-71b5b95df8fd,849b5205-45cc-47ad-b518-808b497b7ee5
dcb173ac-6eca-5121-989c-539eac0d41f4,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
dcb173ac-6eca-5121-989c-539eac0d41f4,8cff1021-5d71-4c95-aef0-f9204c21796b
dcb173ac-6eca-5121-989c-539eac0d41f4,e256882e-b242-4076-be79-2bf1ed03f7fa
dcb173ac-6eca-5121-989c-539eac0d41f4,eae93354-9f12-4402-a7b9-d374fac3daec
dcb173ac-6eca-5121-989c-539eac0d41f4,3b8df81a-ab7b-437a-812d-a692835ff9a9
f07dc968-a424-51ce-8dce-62854e49d6f6,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589
f07dc968-a424-51ce-8dce-62854e49d6f6,5616ed6b-b823-44d9-b66d-aec168301b7e
f07dc968-a424-51ce-8dce-62854e49d6f6,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
f07dc968-a424-51ce-8dce-62854e49d6f6,437b0947-8395-469d-b78c-aa1ab7c70c2d
f07dc968-a424-51ce-8dce-62854e49d6f6,8cff1021-5d71-4c95-aef0-f9204c21796b
f07dc968-a424-51ce-8dce-62854e49d6f6,e256882e-b242-4076-be79-2bf1ed03f7fa
f07dc968-a424-51ce-8dce-62854e49d6f6,eae93354-9f12-4402-a7b9-d374fac3daec
f07dc968-a424-51ce-8dce-62854e49d6f6,e334bac8-5b52-482a-8f58-25cd67accf14
f07dc968-a424-51ce-8dce-62854e49d6f6,3b8df81a-ab7b-437a-812d-a692835ff9a9
b0360548-8906-511b-81c0-639a6ec270a5,8cff1021-5d71-4c95-aef0-f9204c21796b
b0360548-8906-511b-81c0-639a6ec270a5,e256882e-b242-4076-be79-2bf1ed03f7fa
b0360548-8906-511b-81c0-639a6ec270a5,eae93354-9f12-4402-a7b9-d374fac3daec
b0360548-8906-511b-81c0-639a6ec270a5,e334bac8-5b52-482a-8f58-25cd67accf14
b0360548-8906-511b-81c0-639a6ec270a5,3b8df81a-ab7b-437a-812d-a692835ff9a9
e7f9c294-691e-5761-8107-d782ad78779c,e334bac8-5b52-482a-8f58-25cd67accf14
e7f9c294-691e-5761-8107-d782ad78779c,53381e7d-b28a-47d9-9635-4995d838af4a
fe2f7486-0703-5dc7-918f-0c8b14bb0d3f,437b0947-8395-469d-b78c-aa1ab7c70c2d
fe2f7486-0703-5dc7-918f-0c8b14bb0d3f,8cff1021-5d71-4c95-aef0-f9204c21796b
fe2f7486-0703-5dc7-918f-0c8b14bb0d3f,e256882e-b242-4076-be79-2bf1ed03f7fa
fe2f7486-0703-5dc7-918f-0c8b14bb0d3f,eae93354-9f12-4402-a7b9-d374fac3daec
fe2f7486-0703-5dc7-918f-0c8b14bb0d3f,3482820a-71a3-4b72-8375-b3b6c7a1dd49
7194f50e-d791-567a-a563-ec68e6dcb600,eae93354-9f12-4402-a7b9-d374fac3daec
7194f50e-d791-567a-a563-ec68e6dcb600,3b8df81a-ab7b-437a-812d-a692835ff9a9
d0afe724-f5c3-5415-b472-cd3693ac36e1,437b0947-8395-469d-b78c-aa1ab7c70c2d
d0afe724-f5c3-5415-b472-cd3693ac36e1,e256882e-b242-4076-be79-2bf1ed03f7fa
d2e7c421-9c83-5494-a208-5dc525a2f5ac,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589
d2e7c421-9c83-5494-a208-5dc525a2f5ac,8cff1021-5d71-4c95-aef0-f9204c21796b
d2e7c421-9c83-5494-a208-5dc525a2f5ac,e334bac8-5b52-482a-8f58-25cd67accf14
56cbe7be-d795-5316-9337-0c77416d00f2,e256882e-b242-4076-be79-2bf1ed03f7fa
56cbe7be-d795-5316-9337-0c77416d00f2,3482820a-71a3-4b72-8375-b3b6c7a1dd49
ea6f8c9c-b3ad-543f-bfe5-b0b68ff10533,e256882e-b242-4076-be79-2bf1ed03f7fa
ea6f8c9c-b3ad-543f-bfe5-b0b68ff10533,3482820a-71a3-4b72-8375-b3b6c7a1dd49
ec9543aa-e336-5cfa-8314-d98bd6a2b9aa,e334bac8-5b52-482a-8f58-25cd67accf14
68ee4db0-8076-5093-a9f8-6238308926ed,3482820a-71a3-4b72-8375-b3b6c7a1dd49
68ee4db0-8076-5093-a9f8-6238308926ed,849b5205-45cc-47ad-b518-808b497b7ee5
8a376235-4281-5957-b201-f585ed84cc05,3482820a-71a3-4b72-8375-b3b6c7a1dd49
8a376235-4281-5957-b201-f585ed84cc05,849b5205-45cc-47ad-b518-808b497b7ee5
8369155b-325e-5d6a-9040-fc29803a28b6,849b5205-45cc-47ad-b518-808b497b7ee5
8369155b-325e-5d6a-9040-fc29803a28b6,53381e7d-b28a-47d9-9635-4995d838af4a
5b63e2f4-dac0-5dbc-9217-d60d55486f5d,8cff1021-5d71-4c95-aef0-f9204c21796b
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,437b0947-8395-469d-b78c-aa1ab7c70c2d
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,8cff1021-5d71-4c95-aef0-f9204c21796b
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,e256882e-b242-4076-be79-2bf1ed03f7fa
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,eae93354-9f12-4402-a7b9-d374fac3daec
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,c96c0331-606d-4cb9-bad1-639457499308
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,e334bac8-5b52-482a-8f58-25cd67accf14
9535c8a2-a4c9-5d1d-89d3-d34a53477b8c,3b8df81a-ab7b-437a-812d-a692835ff9a9
3b9ded6d-2448-5133-9beb-a4b02f708d54,437b0947-8395-469d-b78c-aa1ab7c70c2d
3b9ded6d-2448-5133-9beb-a4b02f708d54,e256882e-b242-4076-be79-2bf1ed03f7fa
3b9ded6d-2448-5133-9beb-a4b02f708d54,eae93354-9f12-4402-a7b9-d374fac3daec
3b9ded6d-2448-5133-9beb-a4b02f708d54,3482820a-71a3-4b72-8375-b3b6c7a1dd49
bcc8f7f4-2393-520c-af6f-6c63c44619b9,437b0947-8395-469d-b78c-aa1ab7c70c2d
bcc8f7f4-2393-520c-af6f-6c63c44619b9,eae93354-9f12-4402-a7b9-d374fac3daec
0ce9be84-f5c8-5ce4-abe0-76d1caf74050,849b5205-45cc-47ad-b518-808b497b7ee5
0ce9be84-f5c8-5ce4-abe0-76d1caf74050,53381e7d-b28a-47d9-9635-4995d838af4a
84571012-f3c2-5b98-8905-aa94ae80da5a,437b0947-8395-469d-b78c-aa1ab7c70c2d
84571012-f3c2-5b98-8905-aa94ae80da5a,8cff1021-5d71-4c95-aef0-f9204c21796b
84571012-f3c2-5b98-8905-aa94ae80da5a,eae93354-9f12-4402-a7b9-d374fac3daec
d20026ba-64fa-596f-a4bc-a8b73db1b213,437b0947-8395-469d-b78c-aa1ab7c70c2d
d20026ba-64fa-596f-a4bc-a8b73db1b213,eae93354-9f12-4402-a7b9-d374fac3daec
27720604-dbe6-5eb2-a687-7539410a26bd,849b5205-45cc-47ad-b518-808b497b7ee5
27720604-dbe6-5eb2-a687-7539410a26bd,53381e7d-b28a-47d9-9635-4995d838af4a
d74b9736-e2e4-51b8-9d7c-59426df6a40d,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
e1d56535-cd67-5709-aeb6-910eaa8648b0,437b0947-8395-469d-b78c-aa1ab7c70c2d
e1d56535-cd67-5709-aeb6-910eaa8648b0,e256882e-b242-4076-be79-2bf1ed03f7fa
e1d56535-cd67-5709-aeb6-910eaa8648b0,eae93354-9f12-4402-a7b9-d374fac3daec
86f6df0a-2f5a-5992-9c72-34c82e5082e0,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
86f6df0a-2f5a-5992-9c72-34c82e5082e0,c96c0331-606d-4cb9-bad1-639457499308
86f6df0a-2f5a-5992-9c72-34c82e5082e0,e334bac8-5b52-482a-8f58-25cd67accf14
456339d6-b6ee-55c4-af94-a78133f2f2d4,e256882e-b242-4076-be79-2bf1ed03f7fa
456339d6-b6ee-55c4-af94-a78133f2f2d4,eae93354-9f12-4402-a7b9-d374fac3daec
456339d6-b6ee-55c4-af94-a78133f2f2d4,c96c0331-606d-4cb9-bad1-639457499308
456339d6-b6ee-55c4-af94-a78133f2f2d4,849b5205-45cc-47ad-b518-808b497b7ee5
53a89c73-779a-555b-b76a-4455cf64fc5a,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
53a89c73-779a-555b-b76a-4455cf64fc5a,53381e7d-b28a-47d9-9635-4995d838af4a
12b40703-7f09-542e-90d3-5bf80ba6a0b0,8cff1021-5d71-4c95-aef0-f9204c21796b
12b40703-7f09-542e-90d3-5bf80ba6a0b0,e334bac8-5b52-482a-8f58-25cd67accf14
d670d85c-36f0-5802-b812-63e5724823d6,3482820a-71a3-4b72-8375-b3b6c7a1dd49
895bbbc7-a409-5cb3-81c4-42c15d372af1,437b0947-8395-469d-b78c-aa1ab7c70c2d
895bbbc7-a409-5cb3-81c4-42c15d372af1,eae93354-9f12-4402-a7b9-d374fac3daec
895bbbc7-a409-5cb3-81c4-42c15d372af1,3482820a-71a3-4b72-8375-b3b6c7a1dd49
4455586f-4295-5b09-b51a-cf73fc08f05f,437b0947-8395-469d-b78c-aa1ab7c70c2d
4455586f-4295-5b09-b51a-cf73fc08f05f,e256882e-b242-4076-be79-2bf1ed03f7fa
4455586f-4295-5b09-b51a-cf73fc08f05f,eae93354-9f12-4402-a7b9-d374fac3daec
4455586f-4295-5b09-b51a-cf73fc08f05f,3482820a-71a3-4b72-8375-b3b6c7a1dd49
d0a28e9c-4d26-5f88-a274-34f67e028347,437b0947-8395-469d-b78c-aa1ab7c70c2d
d0a28e9c-4d26-5f88-a274-34f67e028347,e256882e-b242-4076-be79-2bf1ed03f7fa
d0a28e9c-4d26-5f88-a274-34f67e028347,eae93354-9f12-4402-a7b9-d374fac3daec
d0a28e9c-4d26-5f88-a274-34f67e028347,3482820a-71a3-4b72-8375-b3b6c7a1dd49
ca6e82aa-be76-597e-8d19-db0a4e3fe46d,437b0947-8395-469d-b78c-aa1ab7c70c2d
ca6e82aa-be76-597e-8d19-db0a4e3fe46d,e256882e-b242-4076-be79-2bf1ed03f7fa
ca6e82aa-be76-597e-8d19-db0a4e3fe46d,eae93354-9f12-4402-a7b9-d374fac3daec
ca6e82aa-be76-597e-8d19-db0a4e3fe46d,3b8df81a-ab7b-437a-812d-a692835ff9a9
417a0815-e979-53b7-adab-ed3f83ce998c,437b0947-8395-469d-b78c-aa1ab7c70c2d
417a0815-e979-53b7-adab-ed3f83ce998c,e256882e-b242-4076-be79-2bf1ed03f7fa
417a0815-e979-53b7-adab-ed3f83ce998c,eae93354-9f12-4402-a7b9-d374fac3daec
dba30e41-e20c-5954-8e59-b973d478300d,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
dba30e41-e20c-5954-8e59-b973d478300d,8cff1021-5d71-4c95-aef0-f9204c21796b
7cae3574-c9de-5994-8cf0-110c3c213089,437b0947-8395-469d-b78c-aa1ab7c70c2d
7cae3574-c9de-5994-8cf0-110c3c213089,e256882e-b242-4076-be79-2bf1ed03f7fa
7cae3574-c9de-5994-8cf0-110c3c213089,eae93354-9f12-4402-a7b9-d374fac3daec
951a20fe-db32-56fa-9d88-c4ae1a7efa7a,849b5205-45cc-47ad-b518-808b497b7ee5
35ad0157-1fe2-5d45-afb4-fae9aef5e8a7,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
35ad0157-1fe2-5d45-afb4-fae9aef5e8a7,849b5205-45cc-47ad-b518-808b497b7ee5
5f83ae59-0ce5-592d-996c-ce72dc3a9c0e,437b0947-8395-469d-b78c-aa1ab7c70c2d
5f83ae59-0ce5-592d-996c-ce72dc3a9c0e,e256882e-b242-4076-be79-2bf1ed03f7fa
5f83ae59-0ce5-592d-996c-ce72dc3a9c0e,eae93354-9f12-4402-a7b9-d374fac3daec
ddae6866-4c23-5dae-bfb0-31064a6e4532,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
ddae6866-4c23-5dae-bfb0-31064a6e4532,8cff1021-5d71-4c95-aef0-f9204c21796b
ddae6866-4c23-5dae-bfb0-31064a6e4532,c96c0331-606d-4cb9-bad1-639457499308
ddae6866-4c23-5dae-bfb0-31064a6e4532,849b5205-45cc-47ad-b518-808b497b7ee5
33c7e158-fc19-581b-b999-6857d149d0c9,849b5205-45cc-47ad-b518-808b497b7ee5
33c7e158-fc19-581b-b999-6857d149d0c9,53381e7d-b28a-47d9-9635-4995d838af4a
cfb2726e-0b05-52e0-b14a-a4c57fb50e67,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
cfb2726e-0b05-52e0-b14a-a4c57fb50e67,c96c0331-606d-4cb9-bad1-639457499308
cfb2726e-0b05-52e0-b14a-a4c57fb50e67,849b5205-45cc-47ad-b518-808b497b7ee5
cc076ae6-45d7-53eb-9e21-1214ee219568,437b0947-8395-469d-b78c-aa1ab7c70c2d
cc076ae6-45d7-53eb-9e21-1214ee219568,e256882e-b242-4076-be79-2bf1ed03f7fa
cc076ae6-45d7-53eb-9e21-1214ee219568,eae93354-9f12-4402-a7b9-d374fac3daec
fdfdc86d-de45-5de2-899e-26813a8a7618,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
fdfdc86d-de45-5de2-899e-26813a8a7618,c96c0331-606d-4cb9-bad1-639457499308
fdfdc86d-de45-5de2-899e-26813a8a7618,849b5205-45cc-47ad-b518-808b497b7ee5
fdfdc86d-de45-5de2-899e-26813a8a7618,53381e7d-b28a-47d9-9635-4995d838af4a
8d1cd58a-b2f9-5b10-95e8-30400dfcd4ac,c96c0331-606d-4cb9-bad1-639457499308
8d1cd58a-b2f9-5b10-95e8-30400dfcd4ac,849b5205-45cc-47ad-b518-808b497b7ee5
8d1cd58a-b2f9-5b10-95e8-30400dfcd4ac,53381e7d-b28a-47d9-9635-4995d838af4a
f87eb68c-2657-578e-8bd7-8c63dcaed41c,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
f87eb68c-2657-578e-8bd7-8c63dcaed41c,c96c0331-606d-4cb9-bad1-639457499308
f87eb68c-2657-578e-8bd7-8c63dcaed41c,849b5205-45cc-47ad-b518-808b497b7ee5
3626bf4b-1541-5569-b7ce-6089b123c79a,3482820a-71a3-4b72-8375-b3b6c7a1dd49
3626bf4b-1541-5569-b7ce-6089b123c79a,e334bac8-5b52-482a-8f58-25cd67accf14
6a49c0d9-5d25-5434-8753-25fae5b53a07,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
6a49c0d9-5d25-5434-8753-25fae5b53a07,c96c0331-606d-4cb9-bad1-639457499308
6a49c0d9-5d25-5434-8753-25fae5b53a07,3482820a-71a3-4b72-8375-b3b6c7a1dd49
6a49c0d9-5d25-5434-8753-25fae5b53a07,e334bac8-5b52-482a-8f58-25cd67accf14
2d7470c6-3d04-524e-897e-1e0d845d96c8,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
2d7470c6-3d04-524e-897e-1e0d845d96c8,c96c0331-606d-4cb9-bad1-639457499308
4285aa18-79ee-521b-a3d1-40a3e29990a5,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
4285aa18-79ee-521b-a3d1-40a3e29990a5,c96c0331-606d-4cb9-bad1-639457499308
4285aa18-79ee-521b-a3d1-40a3e29990a5,849b5205-45cc-47ad-b518-808b497b7ee5
7d7a3e41-948f-511b-84fc-08668817635e,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
7d7a3e41-948f-511b-84fc-08668817635e,c96c0331-606d-4cb9-bad1-639457499308
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,e256882e-b242-4076-be79-2bf1ed03f7fa
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,eae93354-9f12-4402-a7b9-d374fac3daec
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,3482820a-71a3-4b72-8375-b3b6c7a1dd49
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,3b8df81a-ab7b-437a-812d-a692835ff9a9
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,849b5205-45cc-47ad-b518-808b497b7ee5
914ebb4c-b48f-5179-b4ff-6b1d86b4343e,53381e7d-b28a-47d9-9635-4995d838af4a
7b475c8b-0399-55d6-857d-6a63184bd539,437b0947-8395-469d-b78c-aa1ab7c70c2d
7b475c8b-0399-55d6-857d-6a63184bd539,e256882e-b242-4076-be79-2bf1ed03f7fa
7b475c8b-0399-55d6-857d-6a63184bd539,eae93354-9f12-4402-a7b9-d374fac3daec
7d8a28ab-8907-5195-a2c2-3352f4794ebc,437b0947-8395-469d-b78c-aa1ab7c70c2d
7d8a28ab-8907-5195-a2c2-3352f4794ebc,e256882e-b242-4076-be79-2bf1ed03f7fa
7d8a28ab-8907-5195-a2c2-3352f4794ebc,eae93354-9f12-4402-a7b9-d374fac3daec
846a2a6b-dd1d-5af7-a8b2-105d06629c19,698d5731-e2e6-4cef-bce8-19cbefc6d8d0
846a2a6b-dd1d-5af7-a8b2-105d06629c19,8cff1021-5d71-4c95-aef0-f9204c21796b
846a2a6b-dd1d-5af7-a8b2-105d06629c19,c96c0331-606d-4cb9-bad1-639457499308
846a2a6b-dd1d-5af7-a8b2-105d06629c19,849b5205-45cc-47ad-b518-808b497b7ee5
66f22a08-3b83-5692-8a46-601323b9ca56,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589
66f22a08-3b83-5692-8a46-601323b9ca56,8cff1021-5d71-4c95-aef0-f9204c21796b
565ae852-c60e-529a-a5ec-1ccc01d63890,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589
565ae852-c60e-529a-a5ec-1ccc01d63890,849b5205-45cc-47ad-b518-808b497b7ee5
565ae852-c60e-529a-a5ec-1ccc01d63890,53381e7d-b28a-47d9-9635-4995d838af4a
5703fbcf-1101-5d95-82f4-b36989c14c0b,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
5703fbcf-1101-5d95-82f4-b36989c14c0b,c96c0331-606d-4cb9-bad1-639457499308
abd802df-4f81-5627-bf0c-8e889d7b1521,e256882e-b242-4076-be79-2bf1ed03f7fa
abd802df-4f81-5627-bf0c-8e889d7b1521,eae93354-9f12-4402-a7b9-d374fac3daec
e7a47035-2d57-5cdd-8ef5-82cf75247db3,437b0947-8395-469d-b78c-aa1ab7c70c2d
e7a47035-2d57-5cdd-8ef5-82cf75247db3,e256882e-b242-4076-be79-2bf1ed03f7fa
e7a47035-2d57-5cdd-8ef5-82cf75247db3,eae93354-9f12-4402-a7b9-d374fac3daec
a5ba62be-e427-53e6-b896-d071bd41cd91,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
a5ba62be-e427-53e6-b896-d071bd41cd91,849b5205-45cc-47ad-b518-808b497b7ee5
f52dc5da-c85b-567a-a3a9-e17b60377367,d4e388b2-48ae-4f2e-96bb-cb734ddc5c33
f52dc5da-c85b-567a-a3a9-e17b60377367,5616ed6b-b823-44d9-b66d-aec168301b7e
f52dc5da-c85b-567a-a3a9-e17b60377367,437b0947-8395-469d-b78c-aa1ab7c70c2d
f52dc5da-c85b-567a-a3a9-e17b60377367,e256882e-b242-4076-be79-2bf1ed03f7fa
f52dc5da-c85b-567a-a3a9-e17b60377367,3b8df81a-ab7b-437a-812d-a692835ff9a9
b203a9ca-640b-5bc9-a3cb-5b145f6b2c0a,d4e388b2-48ae-4f2e-96bb-cb734ddc5c33
b203a9ca-640b-5bc9-a3cb-5b145f6b2c0a,5616ed6b-b823-44d9-b66d-aec168301b7e
b203a9ca-640b-5bc9-a3cb-5b145f6b2c0a,437b0947-8395-469d-b78c-aa1ab7c70c2d
b203a9ca-640b-5bc9-a3cb-5b145f6b2c0a,e256882e-b242-4076-be79-2bf1ed03f7fa
b203a9ca-640b-5bc9-a3cb-5b145f6b2c0a,3b8df81a-ab7b-437a-812d-a692835ff9a9
59d20083-ea69-5bae-a876-edb2b0fb57a9,5616ed6b-b823-44d9-b66d-aec168301b7e
59d20083-ea69-5bae-a876-edb2b0fb57a9,437b0947-8395-469d-b78c-aa1ab7c70c2d
59d20083-ea69-5bae-a876-edb2b0fb57a9,e256882e-b242-4076-be79-2bf1ed03f7fa
59d20083-ea69-5bae-a876-edb2b0fb57a9,eae93354-9f12-4402-a7b9-d374fac3daec
59d20083-ea69-5bae-a876-edb2b0fb57a9,3482820a-71a3-4b72-8375-b3b6c7a1dd49
033efd40-cae4-50c4-8d6e-1f21f2977482,d4e388b2-48ae-4f2e-96bb-cb734ddc5c33
033efd40-cae4-50c4-8d6e-1f21f2977482,5616ed6b-b823-44d9-b66d-aec168301b7e
033efd40-cae4-50c4-8d6e-1f21f2977482,437b0947-8395-469d-b78c-aa1ab7c70c2d
033efd40-cae4-50c4-8d6e-1f21f2977482,e256882e-b242-4076-be79-2bf1ed03f7fa
033efd40-cae4-50c4-8d6e-1f21f2977482,eae93354-9f12-4402-a7b9-d374fac3daec
033efd40-cae4-50c4-8d6e-1f21f2977482,3482820a-71a3-4b72-8375-b3b6c7a1dd49
6414adc7-f0c2-5b8a-b956-e732201411b9,d4e388b2-48ae-4f2e-96bb-cb734ddc5c33
6414adc7-f0c2-5b8a-b956-e732201411b9,5616ed6b-b823-44d9-b66d-aec168301b7e
6414adc7-f0c2-5b8a-b956-e732201411b9,437b0947-8395-469d-b78c-aa1ab7c70c2d
6414adc7-f0c2-5b8a-b956-e732201411b9,e256882e-b242-4076-be79-2bf1ed03f7fa
6414adc7-f0c2-5b8a-b956-e732201411b9,eae93354-9f12-4402-a7b9-d374fac3daec
6414adc7-f0c2-5b8a-b956-e732201411b9,3482820a-71a3-4b72-8375-b3b6c7a1dd49
6ba97119-aae0-5ed4-96eb-6d82f3265e0a,53381e7d-b28a-47d9-9635-4995d838af4a
226c747a-a6f0-5607-995e-3b4f7f108da1,eae93354-9f12-4402-a7b9-d374fac3daec
57923fd9-66fe-508a-8541-1d1271e97941,849b5205-45cc-47ad-b518-808b497b7ee5
57923fd9-66fe-508a-8541-1d1271e97941,53381e7d-b28a-47d9-9635-4995d838af4a
57fd1f42-11b4-52d0-bffa-7225b51cf912,849b5205-45cc-47ad-b518-808b497b7ee5
95aa9249-02b6-5786-a498-0402decd95db,8cff1021-5d71-4c95-aef0-f9204c21796b
95aa9249-02b6-5786-a498-0402decd95db,e256882e-b242-4076-be79-2bf1ed03f7fa
95aa9249-02b6-5786-a498-0402decd95db,eae93354-9f12-4402-a7b9-d374fac3daec
95aa9249-02b6-5786-a498-0402decd95db,3482820a-71a3-4b72-8375-b3b6c7a1dd49
a080cba7-b9b2-5de7-9e0b-babe54255fd2,8cff1021-5d71-4c95-aef0-f9204c21796b
a8b4938d-bda5-5f50-8417-efa0e5f19800,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de
a8b4938d-bda5-5f50-8417-efa0e5f19800,e334bac8-5b52-482a-8f58-25cd67accf14
483834ac-0cdf-54af-af3f-1bc92e2c1225,e334bac8-5b52-482a-8f58-25cd67accf14
06d91f0b-5ffd-5ce6-8628-dd071864f41c,53381e7d-b28a-47d9-9635-4995d838af4a
df74dfe1-82a6-5f9d-a11b-4fa0a0721b4c,8cff1021-5d71-4c95-aef0-f9204c21796b
df74dfe1-82a6-5f9d-a11b-4fa0a0721b4c,e256882e-b242-4076-be79-2bf1ed03f7fa
df74dfe1-82a6-5f9d-a11b-4fa0a0721b4c,eae93354-9f12-4402-a7b9-d374fac3daec
df74dfe1-82a6-5f9d-a11b-4fa0a0721b4c,3482820a-71a3-4b72-8375-b3b6c7a1dd49
df74dfe1-82a6-5f9d-a11b-4fa0a0721b4c,e334bac8-5b52-482a-8f58-25cd67accf14
b2a3da3a-9dad-52f8-b668-cc47828a339f,8cff1021-5d71-4c95-aef0-f9204c21796b
f213d60e-dc95-5a3d-b5f0-0270dd6ac64b,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589
