id,created_at,updated_at,name,type,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,fiber_per_100g,sugar_per_100g,sodium_mg_per_100g,category_id,default_serving_id,image_url,description,health_score
1e7ff27e-b4ff-58ae-bd35-40e43d6be539,,,Yến mạch ăn liền (Quick Oats),INGREDIENT,371.0,14.0,7.0,68.0,9.0,1.0,3.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Yến mạch nhanh là loại yến mạch nguyên hạt được chế biến tối thiểu, được hấp trước, cán mỏng và sấy khô để giảm đáng kể thời gian nấu. Mặc dù cung cấp chất xơ hòa tan có lợi cho tim (beta-glucan) giống như yến mạch cắt thép hoặc cán mỏng, cấu trúc dẹt của chúng cho phép chúng mềm nhanh trong nước nóng hoặc sữa, khiến chúng trở nên lý tưởng để nấu cháo hoặc nướng nhanh. Những loại yến mạch này giữ lại hầu hết các chất dinh dưỡng từ yến mạch nhưng có kết cấu mềm hơn so với các loại yến mạch ít được chế biến hơn.",75
aaa1a598-f2d9-51de-ad6c-ea04a9a41661,,,"Oatmeal, Nấu chín (Oatmeal, Cooked)",DISH,89.39,3.0,2.9,11.4,2.9,0.3,1.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Bột yến mạch, nấu chín, là một loại cháo nguyên hạt được làm bằng cách đun sôi yến mạch cán hoặc cắt thép trong nước hoặc sữa cho đến khi mềm. Món ăn sáng thịnh soạn này cung cấp đáng kể chất xơ hòa tan, đặc biệt là beta-glucan, hỗ trợ sức khỏe tim mạch bằng cách giúp giảm sự hấp thụ cholesterol. Các loại ngũ cốc đã nấu chín có kết cấu dạng kem, dùng làm lớp nền trung tính cho cả lớp phủ ngọt như trái cây và các loại hạt hoặc các món bổ sung mặn như trứng và gia vị. Mặc dù không chứa gluten tự nhiên nhưng có thể xảy ra hiện tượng nhiễm chéo trong quá trình chế biến và tác động đến đường huyết khác nhau tùy thuộc vào việc sử dụng yến mạch ăn liền, yến mạch cán hay yến mạch cắt thép.",75
c4262c93-fe3a-5edf-8938-4fa484f22758,,,Gạo lài (Jasmine Rice),INGREDIENT,383.0,7.2,0.66,86.0,1.2,0.1,1.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Gạo Jasmine là loại gạo hạt dài có mùi thơm được trồng truyền thống ở Thái Lan, được biết đến với mùi hương hoa tinh tế gợi nhớ đến lá dứa hoặc bỏng ngô nướng. Khi nấu chín, các hạt trở nên hơi dính nhưng vẫn giữ được sự tách biệt rõ rệt, mang lại kết cấu mềm hơn gạo basmati trong khi vẫn giữ được hương vị trung tính lý tưởng để chấm nước sốt. Loại lương thực không chứa gluten này có chỉ số đường huyết cao hơn các loại gạo lứt và là nền tảng của ẩm thực Đông Nam Á, đặc biệt kết hợp với cà ri, món xào và thịt nướng.",75
1a722464-f7f7-5833-8575-19a4cce0ea04,,,Trứng khuấy (Scrambled Eggs),DISH,149.0,9.99,11.0,1.61,0.0,1.39,145.0,5a495c98-b00c-4007-aeac-501f3ae8e030,,,"Trứng bác là món ăn sáng giàu protein được tạo ra bằng cách nấu trứng đánh nhẹ thành sữa đông mềm, ẩm. Chúng cung cấp tất cả chín axit amin thiết yếu ở dạng có khả năng sinh học cao, khiến chúng trở thành tiêu chuẩn vàng về chất lượng protein. Kết cấu từ kem đến đặc tùy thuộc vào kỹ thuật nấu ăn, với các chất bổ sung phổ biến như sữa hoặc bơ làm tăng hàm lượng chất béo. Chế phẩm đa năng này có tác dụng tốt như một bữa ăn nhanh hoặc một phương tiện cho rau và pho mát trong nhiều nền ẩm thực khác nhau.",75
da84f209-9a5d-5257-a942-5b98bbf1ac2a,,,Chuối (Banana),INGREDIENT,89.0,1.09,0.33,22.8,2.6,12.2,1.0,ce0eea03-f333-4ddb-b8a7-ce39efaf437a,,,"Chuối là một loại trái cây nhiệt đới được nhận biết bởi hình dạng cong thon dài và vỏ màu vàng sáng phát triển các đốm nâu khi chín. Loại trái cây có vị ngọt tự nhiên này cung cấp nguồn năng lượng nhanh chóng thông qua carbohydrate dễ tiêu hóa, đồng thời đặc biệt giàu kali - một chất điện giải quan trọng cho chức năng cơ và thần kinh. Kết cấu kem mềm khi chín khiến nó trở thành món ăn nhẹ tiện lợi và là nguyên liệu phổ biến cho sinh tố, làm bánh và món tráng miệng đông lạnh, với những mẫu xanh hơn cung cấp nhiều tinh bột kháng hơn để giải phóng năng lượng chậm hơn.",90
3c053952-194a-5cee-a709-9b7daef5135f,,,Enriched White bột mì (Enriched White Flour),INGREDIENT,360.0,10.0,1.0,76.0,2.7,0.3,2.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Bột mì trắng giàu dinh dưỡng là một sản phẩm lúa mì tinh chế, trong đó cám và mầm được loại bỏ trong quá trình xay xát, sau đó được bổ sung sắt và vitamin B để thay thế một số chất dinh dưỡng bị mất. Mặc dù quá trình này tạo ra loại bột có kết cấu mịn lý tưởng cho các món nướng nhẹ như bánh ngọt và bánh nướng, nhưng nó chứa ít chất xơ và chất dinh dưỡng tự nhiên hơn đáng kể so với bột mì nguyên hạt. Quá trình làm giàu sẽ phục hồi các vitamin cơ bản nhưng không bù đắp hoàn toàn lượng dinh dưỡng bị mất đi do loại bỏ các thành phần ban đầu của lúa mì.",75
ae8e711e-ac06-5db7-bce3-d6e7929eb9cf,,,Oat ngũ cốc (Oat Cereal),DISH,382.0,10.95,5.09,75.33,9.2,3.02,503.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Ngũ cốc yến mạch là một món ăn sáng chủ yếu làm từ ngũ cốc nguyên hạt được làm từ yến mạch đã qua chế biến, thường được cán hoặc cắt thép để tạo ra các kết cấu khác nhau từ dạng kem đến dạng dai. Nó đặc biệt có giá trị nhờ hàm lượng chất xơ hòa tan cao, chủ yếu là beta-glucan, chất mà các nghiên cứu lâm sàng liên quan đến việc cải thiện mức cholesterol và điều chỉnh lượng đường trong máu. Không giống như nhiều loại ngũ cốc tinh chế, các loại yến mạch đơn giản không chứa đường bổ sung và duy trì chỉ số đường huyết thấp, trong khi các lựa chọn không chứa gluten đã được chứng nhận phù hợp với các hạn chế về chế độ ăn uống. Món ăn đa năng này có thể được chế biến nóng như cháo hoặc dùng lạnh trong muesli, thường kết hợp với trái cây, các loại hạt hoặc sữa chua để cân bằng dinh dưỡng.",75
630e55a5-2137-5558-8131-289606a256aa,,,2% Reduced-Fat sữa (2% Reduced-Fat Milk),INGREDIENT,50.0,3.33,1.95,4.85,0.0,5.0,44.3,5a495c98-b00c-4007-aeac-501f3ae8e030,,,"Sữa ít béo 2% là sản phẩm sữa ít béo trong đó 98% trọng lượng của sữa đến từ các thành phần không béo, giữ lại các chất dinh dưỡng thiết yếu đồng thời giảm hàm lượng chất béo bão hòa. Biến thể sữa bò này trải qua quá trình loại bỏ một phần kem trong quá trình chế biến, duy trì kết cấu kem mịn hơn sữa gầy trong khi cung cấp hàm lượng canxi và protein đáng kể tương đương với sữa nguyên chất. Nó vẫn là một loại đồ uống có chứa đường sữa nhưng cung cấp một lựa chọn tầm trung cho những người cân bằng sở thích về hương vị với mục tiêu hấp thụ chất béo.",75
6ab29183-e345-5e7b-95cc-7e0880e0a150,,,Khoai tâyes (Potatoes),INGREDIENT,77.0,2.0,0.09,17.4,1.7,0.95,6.3,d955f552-54bb-4357-b9be-a0269615a707,,,"Khoai tây là loại rau củ có nhiều tinh bột, được dùng như một loại thực phẩm chủ yếu trong chế độ ăn uống toàn cầu do tính linh hoạt và carbohydrate cung cấp năng lượng của chúng. Hương vị trung tính và kết cấu đa dạng của chúng - từ khoai tây mềm mịn đến khoai tây đỏ sáp - thích hợp để nướng, luộc hoặc chiên, mặc dù phương pháp chế biến ảnh hưởng đáng kể đến thành phần dinh dưỡng của chúng. Khoai tây tươi còn vỏ cung cấp vitamin C, kali và chất xơ, đồng thời chỉ số no cao khiến chúng có giá trị trong chế độ ăn uống cân bằng khi được chế biến với lượng chất béo bổ sung tối thiểu.",95
284ede16-c09c-5b88-9ad7-07f3e14a5ce4,,,Yellow hành tây (Yellow Onion),INGREDIENT,40.0,0.83,0.05,8.61,1.9,5.82,1.0,d955f552-54bb-4357-b9be-a0269615a707,,,"Hành vàng là một loại rau allium đa năng có đặc điểm là vỏ màu nâu vàng như giấy và thịt trắng nhiều lớp với hương vị ngọt-cay nồng cân bằng. Khi nấu chín, đường tự nhiên của nó chuyển thành caramen tạo thành vị ngọt đậm đà, khiến nó trở thành nguyên liệu cơ bản trong các món súp, nước sốt và món xào. Loại này chứa các hợp chất lưu huỳnh cao hơn hành ngọt, góp phần tạo nên hương vị thô sắc nét hơn và hàm lượng chất chống oxy hóa đáng chú ý từ các flavonoid như quercetin.",95
2f27eb9c-3fa8-5f5f-a2b1-2134cdadd8f6,,,Calrose gạo trắng (Calrose White Rice),INGREDIENT,362.0,6.7,0.0,80.0,1.0,0.0,0.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Gạo trắng Calrose là loại gạo hạt vừa được phát triển ở California, có đặc điểm là có khả năng mềm và hơi dính khi nấu bằng phương pháp hấp thụ. Loại gạo giàu dinh dưỡng này đã được bổ sung sắt và vitamin B để thay thế các chất dinh dưỡng bị mất trong quá trình xay xát, đóng vai trò là nguồn carbohydrate chính trong các món ăn như sushi, bát chọc và món xào. Các hạt đầy đặn của nó duy trì kết cấu gắn kết lý tưởng cho các món ăn đúc sẵn trong khi vẫn không chứa gluten tự nhiên.",75
2850ee93-e468-5de7-a128-053c2f58d89b,,,White khoai tâyes (White Potatoes),INGREDIENT,69.0,1.68,0.1,15.71,2.4,1.15,16.0,d955f552-54bb-4357-b9be-a0269615a707,,,"Khoai tây trắng là một loại rau củ có nhiều tinh bột, đặc trưng bởi hương vị trung tính và kết cấu mịn khi nấu chín. Nguồn carbohydrate linh hoạt này cung cấp các chất dinh dưỡng thiết yếu bao gồm vitamin C, kali và chất xơ - đặc biệt khi được tiêu thụ với làn da đậm đặc chất dinh dưỡng của chúng. Mặc dù chúng thường được chế biến bằng cách nướng, luộc hoặc chiên, nhưng chỉ số đường huyết cao khi gọt vỏ khiến việc chia khẩu phần thích hợp trở nên quan trọng đối với việc quản lý lượng đường trong máu.",95
9f9ddc5a-b14f-57c5-9c3b-a8003d3078ef,,,Original Cheerios (Original Cheerios),DISH,397.0,12.88,6.35,72.73,10.9,4.85,690.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Original Cheerios là một loại ngũ cốc ăn sáng có đường làm từ yến mạch, được làm giàu với các vitamin và khoáng chất thiết yếu bao gồm sắt và vitamin B. Mặc dù có vị ngọt nhẹ nhưng nó chứa ít đường hơn 50% so với ngũ cốc có hương vị trung bình và cung cấp 3 gam chất xơ hòa tan trong mỗi khẩu phần từ yến mạch nguyên hạt, hỗ trợ sức khỏe tim mạch. Các miếng hình chữ O mang tính biểu tượng duy trì kết cấu giòn trong sữa và được chứng nhận không chứa gluten, khiến chúng trở thành lựa chọn linh hoạt cho cả bữa sáng và bữa ăn nhẹ.",75
5587baab-a796-54a3-96bd-f2b53c61e767,,,All-Purpose bột mì (All-Purpose Flour),INGREDIENT,364.0,10.0,1.0,76.0,3.0,0.3,2.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Bột mì đa dụng là bột mì tinh chế được làm giàu với sắt và vitamin B để thay thế các chất dinh dưỡng bị mất trong quá trình xay xát. Với hàm lượng protein vừa phải (10-12%), nó tạo ra sự cân bằng giữa sự phát triển gluten để tạo cấu trúc và độ mềm, khiến nó phù hợp với mọi thứ từ bánh ngọt đến bánh mì. Loại thực phẩm chủ yếu trong tủ đựng thức ăn đa năng này là thành phần cơ bản của hầu hết các món nướng nhưng có chứa gluten và thiếu chất xơ như các chất thay thế lúa mì nguyên hạt.",75
e06938a0-80e5-5db3-9a03-3dc4534723ff,,,Spaghetti (Spaghetti),INGREDIENT,367.0,13.5,2.16,71.7,4.2,1.3,2.0,0852d9bc-2e45-4277-87e8-4e9497c6f0d4,,,"Spaghetti là một loại mì ống cổ điển của Ý được làm từ bột báng lúa mì cứng, đặc trưng bởi hình dạng hình trụ dài và mỏng (bắt nguồn từ từ tiếng Ý có nghĩa là 'những sợi dây nhỏ'). Dạng mì ống khô này trở nên cứng nhưng mềm khi nấu chín vừa phải, một phương pháp chế biến giúp giảm bớt tác động về đường huyết so với mì nấu chín mềm hơn. Hàm lượng gluten cao đảm bảo tính toàn vẹn về cấu trúc trong quá trình đun sôi, khiến nó trở nên lý tưởng để kết hợp với cả nước sốt làm từ dầu ô liu nhẹ và cà chua hoặc ragus thịt thịnh soạn.",75
745226b7-e3aa-57e1-a7fb-0bd27db12acb,,,Hard-trứng luộc (Hard-Boiled Eggs),DISH,144.0,12.3,10.0,1.22,0.0,0.73,125.0,bef265e7-b8f4-4c9d-a8b3-c6c189ced1e8,,,"Trứng luộc chín là trứng nguyên quả được nấu nguyên vỏ cho đến khi cả lòng trắng và lòng đỏ đông lại, tạo ra nguồn protein di động với độ tươi lâu dài. Chúng cung cấp tất cả chín axit amin thiết yếu và đặc biệt giàu choline cho sức khỏe não bộ và selen cho chức năng miễn dịch. Quá trình nấu ăn không cần thêm chất béo, duy trì mật độ dinh dưỡng của chúng đồng thời khiến chúng trở thành một lựa chọn thuận tiện để chuẩn bị bữa ăn, salad hoặc đồ ăn nhẹ, mặc dù hàm lượng cholesterol trong lòng đỏ có thể đảm bảo mức độ vừa phải cho một số kế hoạch ăn kiêng.",75
4e3894e2-21fb-5fad-b57f-8bb25d4e4109,,,Bơ (Butter),INGREDIENT,717.0,0.85,81.1,0.06,0.0,0.06,643.0,bef265e7-b8f4-4c9d-a8b3-c6c189ced1e8,,,"Bơ là một sản phẩm sữa được tạo ra bằng cách đánh kem để tách chất béo sữa khỏi bơ sữa lỏng. Chứa khoảng 80% chất béo sữa, nó cung cấp nguồn vitamin A, D và E tan trong chất béo dồi dào đồng thời chứa nhiều chất béo bão hòa và cholesterol. Chất phết bán rắn tan chảy thành chất lỏng màu vàng khi đun nóng, đóng vai trò là thành phần cơ bản trong làm bánh, làm nước sốt và làm chất tăng hương vị cho nhiều món ăn khác nhau.",75
1666703c-70b3-5192-9077-ce7d1c384d42,,,Sữa tách béo (Nonfat Milk),INGREDIENT,34.0,3.37,0.08,4.96,0.0,5.09,42.0,5a495c98-b00c-4007-aeac-501f3ae8e030,,,"Sữa không béo (thường được gọi là sữa gầy) là một sản phẩm từ sữa trong đó gần như toàn bộ chất béo trong sữa đã được loại bỏ thông qua quá trình ly tâm, dẫn đến hàm lượng chất béo dưới 0,5%. Nó duy trì hàm lượng canxi và protein cao trong sữa nguyên chất trong khi cung cấp ít calo hơn và không có chất béo bão hòa, khiến nó trở thành thực phẩm chủ yếu cho chế độ ăn ít chất béo và kiểm soát cân nặng. Hầu hết các giống thương mại đều được bổ sung vitamin A và D để thay thế những vitamin bị mất trong quá trình chế biến, duy trì giá trị dinh dưỡng mặc dù hàm lượng chất béo giảm.",75
8608f003-ef9b-5ee8-a459-5de5daaae155,,,"Ăn liền Oats, Nấu chín (Instant Oats, Cooked)",DISH,70.0,2.5,1.5,12.0,1.7,0.5,50.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Yến mạch ăn liền, nấu chín, là loại yến mạch được hấp trước và cán mỏng, sẽ mềm thành dạng kem mịn khi được bù nước bằng nước nóng hoặc sữa. Mặc dù chúng giữ lại chất xơ hòa tan của ngũ cốc nguyên hạt (đặc biệt là beta-glucan tốt cho sức khỏe tim mạch), quá trình xử lý của chúng sẽ đẩy nhanh quá trình tiêu hóa, dẫn đến chỉ số đường huyết cao hơn so với yến mạch cắt thép hoặc cán mỏng. Món ăn chủ yếu chuẩn bị nhanh này đóng vai trò như một nguyên liệu linh hoạt cho bát ăn sáng và món nướng, mặc dù các loại đơn giản tránh được đường hoặc natri bổ sung có trong các sản phẩm ăn liền có hương vị.",75
2b081a5d-5938-55a0-ba93-b4b05ab6d797,,,Bánh mì trắng (White Bread),DISH,261.0,9.14,2.66,49.21,3.3,7.62,513.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Bánh mì trắng là một loại bánh nướng chủ yếu được làm từ bột mì tinh chế đã được loại bỏ cám và mầm, sau đó được bổ sung thêm các chất dinh dưỡng như sắt và vitamin B. Mặc dù kết cấu mềm và hương vị nhẹ khiến nó trở thành lựa chọn phổ biến cho bánh mì sandwich và bánh mì nướng, nhưng quá trình tinh chế sẽ loại bỏ hầu hết chất xơ tự nhiên, dẫn đến chỉ số đường huyết cao hơn so với các loại ngũ cốc nguyên hạt. Các phương pháp làm giàu hiện đại sẽ khôi phục lại một số vitamin và khoáng chất bị mất, mặc dù về mặt dinh dưỡng, nó vẫn ít phức tạp hơn so với bánh mì được chế biến tối thiểu.",75
a6db5f3b-8e35-5a9c-96e1-1cf8dec212aa,,,Jasmine gạo trắng (Jasmine White Rice),INGREDIENT,365.0,7.0,0.66,80.4,1.0,0.1,1.0,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Gạo trắng Jasmine là một loại gạo thơm hạt dài có nguồn gốc được trồng ở Thái Lan, được biết đến với hương thơm hoa đặc trưng gợi nhớ đến lá dứa. Phiên bản giàu dinh dưỡng này đã được bổ sung sắt và vitamin B để phục hồi các chất dinh dưỡng bị mất trong quá trình xay xát, một phương pháp phổ biến đối với gạo trắng đánh bóng. Khi nấu chín, các hạt trở nên mềm và hơi dính vào nhau trong khi vẫn giữ được hình dạng riêng, mang lại kết cấu mềm hơn so với gạo basmati. Vị ngọt tinh tế của nó khiến nó trở thành sự kết hợp chủ yếu cho các món cà ri và món xào Đông Nam Á.",75
d711e17c-9bda-5b57-995d-6e7fb0bb07c2,,,Yến mạch cán dẹt (Rolled Oats),INGREDIENT,371.0,13.2,6.9,68.2,10.4,1.03,4.0,34d3024c-4bb7-46a0-8480-f45f99dd3d32,,,"Yến mạch cán (thường gọi là yến mạch kiểu cũ) là loại yến mạch nguyên hạt đã được hấp chín và cán mỏng thành từng miếng, giữ lại lớp cám giàu dinh dưỡng. Quá trình xử lý này tạo ra yến mạch nấu nhanh hơn với kết cấu mềm nhưng dai khi chế biến, đồng thời duy trì hàm lượng cao chất xơ hòa tan beta-glucan có lợi cho tim. Là loại ngũ cốc nguyên hạt không chứa gluten tự nhiên, chúng đóng vai trò là nguyên liệu linh hoạt cho bột yến mạch, bánh nướng và granola tự làm, cung cấp năng lượng bền vững từ carbohydrate phức hợp và protein từ thực vật.",75
1a8cd014-7cf9-5be5-9dcf-a48d34a52336,,,Muối bơ (Salted Butter),INGREDIENT,717.0,0.85,81.1,0.06,0.0,0.06,700.0,179f9c83-d8b7-4ed3-852a-438529a88828,,,"Bơ mặn là một sản phẩm sữa được tạo ra bằng cách đánh kem và thêm muối trong quá trình chế biến, thường chứa 1-2% natri tính theo trọng lượng. Muối giúp tăng hương vị và hoạt động như một chất bảo quản tự nhiên, kéo dài thời hạn sử dụng so với các loại không ướp muối. Mặc dù có hàm lượng chất béo tương tự như bơ không muối, lượng natri bổ sung của nó tác động đến cả hương vị và cân nhắc về chế độ ăn uống, khiến bơ trở nên lý tưởng cho việc nấu nướng và phết bơ nói chung nhưng kém chính xác hơn khi nướng khi cân bằng muối trong công thức là vấn đề quan trọng.",75
