id,created_at,updated_at,name,type,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,fiber_per_100g,sugar_per_100g,sodium_mg_per_100g,category_id,default_serving_id,image_url,description,health_score
60f50ff8-56b3-5579-b29a-02e6bbe68a48,,,Hỗn hợp bánh kếp lúa mì nguyên cám (Whole Wheat Pancake Mix),INGREDIENT,347.0,11.7,1.41,72.6,7.9,10.5,1525.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Hỗn hợp bánh pancake làm từ lúa mì nguyên hạt là hỗn hợp nướng khô sử dụng bột mì nguyên hạt làm cơ sở, giữ lại cám và mầm để có hàm lượng chất xơ và chất dinh dưỡng cao hơn so với hỗn hợp bột tinh chế. Sự kết hợp được đo lường trước này thường bao gồm chất tạo men và một chút chất làm ngọt, chỉ yêu cầu nguyên liệu lỏng để tạo bột. Cơ sở lúa mì nguyên hạt mang lại kết cấu đậm đà hơn và hương vị hấp dẫn hơn so với hỗn hợp bánh kếp truyền thống đồng thời cung cấp năng lượng bền vững từ carbohydrate phức tạp.",75
0b5e5c71-3628-514e-ab28-b725e87398ba,,,Bánh gạo nguyên hạt (Whole Grain Rice Cakes),INGREDIENT,387.0,8.2,2.8,81.5,4.2,0.88,26.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo nguyên hạt là một món ăn nhẹ ít calo được làm bằng cách đun nóng gạo lứt dưới áp suất để tạo ra những đĩa giòn, thoáng. Mặc dù chúng giữ lại cám và mầm của ngũ cốc nguyên hạt, nhưng quá trình phồng lên của chúng làm giảm hàm lượng chất xơ so với ngũ cốc nguyên hạt, dẫn đến thực phẩm giàu carbohydrate với lượng chất béo hoặc protein tối thiểu. Những chiếc bánh đa năng này đóng vai trò làm nền cho cả lớp phủ ngọt và mặn, cung cấp lựa chọn không chứa gluten cho các món ăn nhanh, mặc dù giá trị cảm giác no của chúng thấp hơn so với các lựa chọn thay thế ngũ cốc nguyên hạt giàu chất xơ.",75
5735cc69-119e-5029-81e8-5e4f57f84148,,,Sốt BBQ ngọt (Sweet Barbecue Sauce),DISH,192.0,0.95,0.43,46.1,1.3,38.4,765.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Nước sốt thịt nướng ngọt là một loại gia vị làm từ cà chua, đặc trưng bởi hương vị đường rõ rệt được cân bằng với giấm thơm và gia vị khói. Kiểu nước sốt này thường sử dụng chất làm ngọt như đường nâu, mật ong hoặc mật đường để tạo ra lớp men dày giống như caramel, lý tưởng để phủ các món thịt nướng hoặc làm nước chấm. Mặc dù làm tăng hương vị, nhưng các loại thương mại thường chứa một lượng đáng kể đường bổ sung và natri, đòi hỏi phải kiểm soát khẩu phần ăn một cách thận trọng trong kế hoạch bữa ăn có ý thức về dinh dưỡng.",75
386cd7ad-8f04-5ac5-be76-90627438c2e1,,,"Xúc xích gà tây ngọt, nấu chín (Sweet Turkey Sausage, Cooked)",DISH,220.0,18.5,15.0,2.0,0.0,2.0,650.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Xúc xích gà tây ngọt là một sản phẩm gia cầm dày dặn được làm từ thịt gà tây nạc xay trộn với hương liệu ngọt như xi-rô cây thích hoặc đường nâu. Mặc dù có hàm lượng chất béo bão hòa thấp hơn so với xúc xích heo truyền thống nhưng phiên bản nấu chín này thường chứa thêm đường góp phần tạo nên lớp men và caramen đặc trưng trong quá trình nấu. Các miếng chả hoặc miếng chả nấu chín sẵn cung cấp protein thuận tiện cho các món ăn sáng và bánh mì sandwich, mặc dù tính chất đã qua chế biến và cấu hình vị ngọt-ngọt của chúng có thể yêu cầu nhận thức về khẩu phần trong chế độ ăn uống cân bằng.",75
1dc7c22b-e20f-5fe0-b7df-f4f26f72a65e,,,"Sô cô la sữa, thanh (Milk Chocolate, Bar)",INGREDIENT,540.0,7.5,30.6,57.9,2.0,55.2,91.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sôcôla sữa là một loại bánh kẹo ngọt được làm từ bột ca cao, sữa bột và đường, thường chứa hàm lượng ca cao 10-40% cho hương vị nhẹ hơn sô cô la đen. Kết cấu kem mịn của nó là kết quả của việc kéo dài quá trình nghiền trong quá trình sản xuất, giúp phân phối đều bơ ca cao. Mặc dù phổ biến vì hương vị ngọt ngào, dễ tiếp cận, nhưng nó thường chứa tỷ lệ đường và chất béo bão hòa cao hơn so với các loại sô cô la đen, với các thành phần từ sữa khiến nó không phù hợp với chế độ ăn thuần chay.",75
3e2961fc-0cdf-5134-ab83-3b32def1cad9,,,Bánh kếp protein (Protein Pancakes),DISH,205.0,17.0,5.0,22.0,3.0,3.0,350.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh kếp protein là một món ăn thay thế bữa sáng giàu chất dinh dưỡng được làm từ các nguyên liệu giàu protein như whey cô lập, lòng trắng trứng hoặc protein từ thực vật để cung cấp 15-25g protein mỗi khẩu phần. Không giống như bánh kếp truyền thống, họ thường thay thế bột mì tinh chế bằng các lựa chọn như bột yến mạch hoặc bột hạnh nhân, mang lại kết cấu đậm đặc hơn, no hơn đồng thời giảm lượng carbohydrate. Những chiếc bánh kếp này thường thích hợp không chứa gluten và thường được bổ sung thêm các chất bổ sung giàu protein như sữa chua Hy Lạp hoặc bơ hạt để nâng cao hơn nữa thành phần dinh dưỡng của chúng.",75
7e235885-ae09-5e1b-a70f-986f94f4aa76,,,Bánh muffin Anh phô mai (Cheese English Muffins),DISH,305.0,11.9,6.8,52.5,3.5,5.0,364.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh nướng xốp phô mai kiểu Anh là một loại bánh nướng thơm ngon được làm từ bột mì giàu dinh dưỡng trộn với phô mai cắt nhỏ hoặc bột, giúp tăng cường protein và canxi so với các loại bánh thông thường. Cơ sở bột mì được làm giàu cung cấp thêm vitamin B và sắt, trong khi phô mai tạo ra lớp vỏ mềm và bề ngoài có màu nâu vàng, hơi giòn khi nướng. Thường được chia ra và phục vụ khi còn ấm, những chiếc bánh nướng xốp này cân bằng vị nhẹ từ quá trình lên men với hương vị béo ngậy, béo ngậy, khiến chúng trở thành món nền linh hoạt cho bánh mì ăn sáng hoặc đồ ăn nhẹ độc lập.",75
22606f29-6b7c-56dd-adc7-02dee2963a4d,,,Bánh gạo thường mini (Mini Plain Rice Cakes),DISH,387.0,8.2,2.8,81.5,4.2,0.88,26.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo mini là món ăn nhẹ nhỏ, không đường được làm từ gạo nguyên hạt căng phồng tạo thành những chiếc bánh hình đĩa giòn. Được sản xuất bằng cách đun nóng gạo dưới áp suất cao cho đến khi gạo nở ra, chúng cung cấp nguồn carbohydrate ít chất béo, không chứa gluten với lượng đường tự nhiên tối thiểu. Mặc dù phổ biến để ăn vặt có kiểm soát khẩu phần và kiểm soát cân nặng, nhưng chỉ số đường huyết cao khiến chúng tiêu hóa nhanh nhưng có thể khiến lượng đường trong máu tăng đột biến.",75
658cb779-f291-50e9-ac22-96a05ee7bee5,,,Sữa sô cô la ít đường (Low Sugar Chocolate Milk),INGREDIENT,57.0,3.43,1.04,7.68,0.0,7.29,66.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa sô cô la ít đường là một loại đồ uống từ sữa có đường giúp giảm hàm lượng đường thông thường từ 30-50% thông qua công thức cẩn thận, thường sử dụng chất làm ngọt tự nhiên như stevia hoặc trái cây thầy tu. Nó giữ lại các lợi ích về protein, canxi và vitamin D của sữa thông thường đồng thời cung cấp lựa chọn ít đường hơn cho những người tiêu dùng quan tâm đến sức khỏe hoặc những người đang quản lý lượng carbohydrate nạp vào. Sản phẩm duy trì kết cấu kem đặc trưng của sữa sô cô la và hương ca cao nhưng có độ ngọt nhẹ hơn.",75
887d82c8-e53e-5b2c-b5c5-ac12629e0747,,,Bánh quy sô cô la chip nướng mềm (Soft-Baked Chocolate Chip Cookies),DISH,444.0,3.63,19.77,65.75,1.8,37.1,276.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy sô cô la chip nướng mềm là một món tráng miệng có đặc điểm là nhân dai và mép hơi giòn, đạt được nhờ thời gian nướng và tỷ lệ bơ và đường chính xác. Những chiếc bánh quy này thường chứa những miếng sô cô la hơi ngọt và đường nâu, góp phần tạo nên vị ngọt đậm đà và kết cấu ẩm. Mặc dù thường là các sản phẩm tự chế biến, nhưng các phiên bản thương mại có thể bao gồm chất bảo quản hoặc chất ổn định và tất cả các loại thường chứa chất gây dị ứng như lúa mì, sữa và trứng.",75
a826d868-3787-532c-9440-7120578a120b,,,Thanh năng lượng hạnh nhân có đường (Sweetened Almond Energy Bar),DISH,475.0,8.2,22.8,61.1,4.6,34.0,371.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Thanh năng lượng hạnh nhân ngọt là một món ăn nhẹ di động kết hợp hạnh nhân nguyên hạt hoặc cắt nhỏ với các thành phần liên kết như yến mạch và chất làm ngọt bổ sung như mật ong hoặc xi-rô. Những thanh này cung cấp năng lượng tập trung từ chất béo lành mạnh và protein từ thực vật của hạnh nhân, mặc dù hàm lượng carbohydrate của chúng tăng lên đáng kể khi bổ sung đường. Được thiết kế để thuận tiện, chúng phục vụ như một nguồn năng lượng nhanh chóng cho lối sống năng động nhưng cần chú ý đến kích thước khẩu phần do mật độ calo so với các thanh hạt không đường.",75
f88d88ca-529b-5b52-bb6d-7f78d5aa8de3,,,Bánh kếp nguyên hạt (Whole Grain Pancakes),DISH,229.0,7.9,10.1,29.0,3.6,5.0,800.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh kếp làm từ ngũ cốc nguyên hạt là món ăn sáng được làm bằng bột mì giữ lại cám, mầm và nội nhũ của hạt, cung cấp nhiều chất xơ và vi chất dinh dưỡng hơn đáng kể so với các phiên bản bột mì tinh chế. Những chiếc bánh kếp này cung cấp carbohydrate phức tạp để giải phóng năng lượng bền vững và có hương vị đậm đà hơn, hơi béo so với bánh kếp truyền thống. Thường được phục vụ với trái cây tươi hoặc các loại hạt, chúng cân bằng dinh dưỡng và tiện lợi khi được chế biến với lượng đường bổ sung tối thiểu hoặc lớp phủ đã qua chế biến.",75
89ffbd49-e9af-5ebe-a36b-245a472a303c,,,Sữa hạnh nhân hương vani có đường (Sweetened Vanilla Flavored Almond Milk),INGREDIENT,38.0,0.42,1.04,6.59,0.4,6.25,63.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa hạnh nhân có hương vani ngọt là một loại đồ uống có nguồn gốc thực vật được làm từ hạnh nhân xay, nước và các chất làm ngọt bổ sung như đường mía, pha trộn với hương vani tự nhiên hoặc nhân tạo. Loại sữa thay thế không chứa sữa này chứa ít calo và ít protein hơn sữa bò nhưng thường được bổ sung canxi và vitamin D để mô phỏng thành phần dinh dưỡng của sữa. Hương vị vani thơm, ngọt nhẹ và kết cấu kem khiến nó trở nên phổ biến trong cà phê, sinh tố và ngũ cốc, mặc dù đường bổ sung làm tăng hàm lượng carbohydrate so với các loại không đường.",75
869aeb80-b40e-5075-84f2-661bbe1eaa95,,,Sữa yến mạch hương sô cô la có đường (Sweetened Chocolate-Flavored Oat Milk),INGREDIENT,73.0,1.2,3.1,10.0,1.0,7.0,50.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa yến mạch có vị sô cô la ngọt là một loại sữa thay thế có nguồn gốc thực vật được làm từ yến mạch trộn với ca cao và chất làm ngọt bổ sung, mang lại kết cấu kem và hương vị giống như món tráng miệng. Đồ uống tăng cường này thường chứa thêm canxi và vitamin để mô phỏng thành phần dinh dưỡng của sữa bò, đồng thời hàm lượng đường vừa phải giúp đáp ứng cảm giác thèm ngọt. Lý tưởng cho latte, sinh tố hoặc ngũ cốc, nó cung cấp một lựa chọn không chứa lactose, thân thiện với người ăn chay nhưng yêu cầu tiêu thụ một cách thận trọng đối với những người theo dõi lượng đường bổ sung.",75
dbcfbf1d-f98e-585f-b0e4-cd4838c63f83,,,"Sữa đậu nành có đường, có hương vị (Sweetened Soy Milk, Flavored)",INGREDIENT,43.0,2.6,1.47,4.92,0.2,3.65,47.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa đậu nành có hương vị ngọt là một loại đồ uống có nguồn gốc thực vật được làm từ đậu nành đã qua chế biến trộn với đường bổ sung và hương liệu tự nhiên hoặc nhân tạo như vani hoặc sô cô la. Mặc dù vẫn giữ được thành phần protein hoàn chỉnh của đậu nành, nhưng nó chứa nhiều carbohydrate hơn đáng kể so với các loại không đường, với nhiều thương hiệu tăng cường canxi, vitamin D và B12 để phù hợp với tiêu chuẩn dinh dưỡng của sữa bò. Giải pháp thay thế ổn định trong thời hạn sử dụng này đóng vai trò như một lựa chọn phổ biến không chứa lactose cho đồ uống cà phê, sinh tố và công thức món tráng miệng, mặc dù hàm lượng đường bổ sung của nó có thể cần được xem xét đối với chế độ ăn kiêng hạn chế calo.",75
c3eb435b-6efe-51fe-ae1b-99aa093087f0,,,Bánh muffin Anh bột chua (Sourdough English Muffins),DISH,227.0,8.87,1.69,44.2,3.5,3.53,425.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh nướng xốp Sourdough English là một sản phẩm bánh mì có men được làm từ bột chua lên men, mang lại cho chúng vị ngọt nhẹ và cấu trúc vụn thoáng mát được đánh dấu bằng các ngóc ngách đặc trưng. Công thức bột làm giàu bao gồm các vitamin và khoáng chất bổ sung như vitamin B và sắt, đồng thời quá trình lên men kéo dài giúp tăng cường khả năng tiêu hóa và tạo ra tác động đường huyết thấp hơn so với bánh nướng xốp thông thường. Theo truyền thống được chia nhỏ và nướng, những chiếc bánh nướng xốp này có kết cấu dai và hương vị phức tạp khác biệt với các loại bánh lên men.",75
4e189341-cd55-5a2b-8fe6-3ab6133a5075,,,Caramel (Caramel),DISH,388.0,4.8,8.5,73.0,0.0,66.0,250.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Caramel là một loại bánh kẹo ngọt được tạo ra bằng cách đun nóng đường cho đến khi tan chảy và trải qua quá trình caramen hóa, phát triển màu nâu vàng đặc trưng và hương vị bơ đậm đà. Thường được tăng cường với các nguyên liệu từ sữa như bơ hoặc kem, nó bao gồm từ kết cấu mềm, dai trong kẹo đến nước sốt sền sệt dùng trong món tráng miệng và đồ uống. Mặc dù chủ yếu được đánh giá cao nhờ đặc tính làm ngọt, nhưng caramen cung cấp giá trị dinh dưỡng tối thiểu ngoài carbohydrate và nên được tiêu thụ ở mức độ vừa phải đối với những người theo dõi lượng đường tiêu thụ.",75
9f99c414-0df7-56c6-833d-dec2fc75698c,,,Bánh tortilla ít béo (Reduced Fat Tortilla Chips),DISH,416.0,11.0,5.7,80.1,5.3,0.85,15.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh tortilla giảm chất béo là một món ăn nhẹ nướng thay thế cho bánh ngô chiên truyền thống, cung cấp ít chất béo hơn 25-30% trên mỗi khẩu phần thông qua chế biến bằng lò nướng. Những loại khoai tây chiên này vẫn giữ được hương vị ngô cổ điển và kết cấu giòn của các phiên bản thông thường nhưng có cảm giác ngon miệng ít béo hơn nhờ loại bỏ chiên ngập dầu. Mặc dù hàm lượng chất béo thấp hơn nhưng một số nhãn hiệu lại bù lại bằng hàm lượng carbohydrate hoặc natri cao hơn một chút, khiến việc xem xét kỹ lưỡng nhãn hiệu trở nên quan trọng đối với việc lập kế hoạch ăn kiêng. Chúng vẫn là lựa chọn phổ biến để kết hợp với các món chấm như salsa hoặc guacamole trong chế độ ăn kiêng hạn chế calo.",75
0ac8c1ac-f936-51a0-b5fa-92cec66303d4,,,"Khoai lang, đóng hộp, để ráo (Sweet Potatoes, Canned, Drained)",DISH,109.0,1.28,0.22,25.4,3.0,5.74,39.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Khoai lang đóng hộp, để ráo nước là loại củ có thịt màu cam nấu sẵn được bảo quản trong nước hoặc xi-rô, mang đến sự thay thế thuận tiện cho các loại khoai tươi. Mặc dù có kết cấu mềm hơn khoai lang nướng hoặc hấp, nhưng chúng vẫn giữ được beta-carotene và chất xơ đáng kể, cung cấp nguồn carbohydrate phức tạp giàu dinh dưỡng. Dạng ổn định khi bảo quản này thường được sử dụng trong các món ăn nhanh, món thịt hầm hoặc bánh nướng, với thành phần dinh dưỡng thay đổi một chút tùy thuộc vào việc chúng được đóng gói trong nước hay xi-rô đường.",75
1ccfec44-f39a-5855-b856-f4fc518c6481,,,Bánh kếp việt quất (Blueberry Pancakes),DISH,222.0,6.1,9.2,29.0,2.3,7.0,412.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh kếp việt quất là một món ăn sáng có vị ngọt được làm từ bột chiên trên vỉ nướng, đặc trưng bởi quả việt quất nguyên quả hoặc nghiền trộn trực tiếp vào bột trước khi nấu. Quả mọng giải phóng đường tự nhiên trong quá trình nấu, tạo ra các túi có kết cấu giống như mứt và vẻ ngoài dạng vân cẩm thạch đặc biệt, đồng thời cung cấp chất chống oxy hóa như anthocyanin. Mặc dù thường được coi là một lựa chọn lành mạnh, nhưng chất làm ngọt được thêm vào trong hầu hết các công thức nấu ăn và lớp phủ xi-rô thông thường làm cho phiên bản này có hàm lượng carbohydrate đơn giản cao hơn đáng kể so với bánh kếp thông thường.",75
b7349664-b58c-5567-8403-b5e75867ceca,,,Bánh gạo lứt (Brown Rice Cakes),DISH,387.0,8.2,2.8,81.5,4.2,0.88,26.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo lứt là một món ăn nhẹ làm từ ngũ cốc nguyên hạt được làm bằng cách ép nhiệt gạo lứt nấu chín thành những đĩa tròn, giòn. Giữ lại lớp cám của hạt, chúng cung cấp nhiều chất xơ và chất dinh dưỡng hơn các loại gạo trắng trong khi vẫn duy trì kết cấu nhẹ, thoáng mát với tông màu hạt dẻ tinh tế. Những chiếc bánh không chứa gluten này đóng vai trò như một loại bánh có lượng calo thấp cho lớp phủ ngọt hoặc mặn và phổ biến trong chế độ ăn kiêng hạn chế calo do độ giòn vừa miệng và hàm lượng chất béo tối thiểu.",75
b4de6497-66fe-58a1-9c93-4acb9e1a3259,,,"Bánh muffin cám yến mạch, có đường (Oat Bran Muffin, Sweetened)",DISH,270.0,7.0,7.4,48.3,4.6,20.0,260.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh nướng xốp cám yến mạch là món ăn sáng nướng được làm chủ yếu từ lớp ngoài giàu chất xơ của hạt yến mạch, cung cấp nhiều chất xơ hòa tan hơn đáng kể so với bánh nướng xốp làm từ bột mì truyền thống. Phiên bản có đường có chứa đường bổ sung góp phần tạo nên kết cấu ẩm và hương vị ngon miệng đồng thời làm tăng hàm lượng carbohydrate. Mặc dù cám yến mạch cung cấp beta-glucans làm giảm cholesterol và có lợi cho tiêu hóa, người tiêu dùng nên lưu ý hàm lượng đường khi theo dõi lượng chất dinh dưỡng đa lượng. Những chiếc bánh nướng xốp này thường được thưởng thức như một món ăn nhẹ thịnh soạn hoặc thành phần bữa sáng giúp cân bằng sự tiện lợi với giá trị dinh dưỡng.",75
